ID_Transacao,ID_Cliente,Data,Produto,Categoria,Marca,Preco_Unitario,Loja
829650,10012,2026-01-29,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
392890,10012,2026-03-11,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
940477,10012,2026-04-23,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
727234,10013,2025-06-01,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
730271,10013,2025-07-24,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
224123,10013,2025-09-18,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
182989,10013,2025-11-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
787995,10013,2026-01-08,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
511927,10013,2026-03-06,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
231373,10013,2026-04-28,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
477812,10014,2025-04-18,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
218015,10014,2025-05-14,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
789944,10014,2025-06-10,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
465890,10014,2025-07-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
172991,10014,2025-08-03,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
156958,10014,2025-08-30,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
855073,10014,2025-09-26,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
258823,10014,2025-10-22,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
493002,10014,2025-11-17,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
544209,10015,2025-09-30,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
319963,10015,2025-11-17,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
997059,10015,2025-12-31,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
364512,10015,2026-02-16,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
712210,10015,2026-04-04,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
152921,10016,2025-09-05,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
384821,10016,2025-09-28,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
131024,10016,2025-10-18,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Coimbra-Alma
489957,10016,2025-11-07,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
561243,10016,2025-11-28,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
804107,10017,2025-08-27,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
821772,10017,2025-09-16,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Coimbra-Alma
562894,10017,2025-10-06,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
860463,10017,2025-10-26,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
903451,10017,2025-11-13,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
186672,10017,2025-12-02,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Coimbra-Alma
128251,10017,2025-12-21,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
977284,10017,2026-01-08,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
200235,10018,2025-06-21,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
953049,10018,2025-08-04,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
277247,10018,2025-09-17,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
276615,10018,2025-10-31,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
473632,10018,2025-12-18,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
814998,10019,2025-01-21,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
612153,10019,2025-03-22,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
244356,10019,2025-05-20,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
455612,10019,2025-07-16,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
547556,10019,2025-09-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
675581,10019,2025-11-10,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
260196,10019,2026-01-09,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
876665,10019,2026-03-08,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
456902,10019,2026-05-08,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
647337,10020,2025-10-03,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
983811,10020,2025-11-18,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
533374,10020,2026-01-02,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
472370,10020,2026-02-14,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
404119,10020,2026-03-28,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
497827,10020,2026-05-13,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
636226,10021,2025-05-27,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
104000,10021,2025-06-29,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
455754,10021,2025-08-03,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
599522,10021,2025-09-08,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
604999,10021,2025-10-11,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
251836,10021,2025-11-15,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
924926,10021,2025-12-21,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
721820,10021,2026-01-24,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
738873,10022,2025-07-28,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
307869,10022,2025-09-26,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
600328,10022,2025-11-26,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
182745,10022,2026-01-27,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
257164,10022,2026-03-28,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
214352,10023,2025-04-17,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
924273,10023,2025-05-16,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
406955,10023,2025-06-15,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
798646,10023,2025-07-15,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
514568,10023,2025-08-12,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
734736,10023,2025-09-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
278031,10023,2025-10-06,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
509995,10024,2025-05-02,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
825256,10024,2025-06-26,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
575853,10024,2025-08-23,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
940530,10024,2025-10-20,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
750308,10024,2025-12-18,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
320184,10024,2026-02-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
449652,10024,2026-04-12,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
897606,10025,2025-09-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
633636,10025,2025-11-11,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
464778,10025,2026-01-11,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
727438,10025,2026-03-10,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
254697,10025,2026-05-06,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
277804,10026,2025-10-19,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
818216,10026,2025-11-17,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
905497,10026,2025-12-17,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
712380,10026,2026-01-18,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
128295,10026,2026-02-17,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
257504,10026,2026-03-21,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
585008,10026,2026-04-21,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
743162,10027,2025-04-27,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
849074,10027,2025-06-07,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
186188,10027,2025-07-19,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
764795,10027,2025-08-29,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
130355,10027,2025-10-09,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
256542,10027,2025-11-22,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
663586,10027,2026-01-01,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
161629,10027,2026-02-13,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
390160,10027,2026-03-28,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
989765,10027,2026-05-07,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
455540,10028,2025-08-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
383876,10028,2025-09-06,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
523570,10028,2025-10-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
738353,10028,2025-11-01,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
152528,10028,2025-11-28,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
601108,10028,2025-12-25,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
250159,10028,2026-01-23,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
965291,10028,2026-02-19,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
386103,10028,2026-03-21,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
260775,10028,2026-04-21,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
730075,10029,2025-06-12,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
520571,10029,2025-07-07,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
891267,10029,2025-07-29,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Coimbra-Alma
802965,10029,2025-08-22,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
965184,10029,2025-09-13,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
790907,10029,2025-10-08,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Coimbra-Alma
498929,10030,2025-02-15,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
675278,10030,2025-03-16,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
578007,10030,2025-04-11,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
418714,10030,2025-05-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
625303,10030,2025-06-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
724785,10030,2025-06-30,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
228778,10030,2025-07-25,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
235230,10030,2025-08-20,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
434618,10030,2025-09-16,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
251456,10030,2025-10-15,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
773744,10031,2025-10-20,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
335365,10031,2025-12-16,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
910006,10031,2026-02-11,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
897348,10031,2026-04-09,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
943523,10032,2025-09-05,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
399888,10032,2025-10-13,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
136187,10032,2025-11-21,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
608153,10032,2025-12-30,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
718362,10032,2026-02-08,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
740053,10032,2026-03-21,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
225917,10032,2026-05-02,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
926196,10033,2025-04-02,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
585450,10033,2025-04-22,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
106949,10033,2025-05-14,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
828913,10033,2025-06-03,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Porto-NorteShopping
880722,10033,2025-06-24,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
576467,10033,2025-07-14,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
983671,10033,2025-08-02,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
563389,10033,2025-08-24,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Online
353490,10033,2025-09-13,Soro Fisiológico (Pack 20),Saúde,Marca Própria,3.99,Lisboa-Rossio
842729,10034,2025-06-10,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
417267,10034,2025-07-09,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
323777,10034,2025-08-08,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
105569,10034,2025-09-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
358090,10034,2025-10-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
311791,10035,2025-05-28,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
766997,10035,2025-07-30,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
994647,10035,2025-10-02,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
314879,10035,2025-12-04,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
